0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,label
0.0,0.0,0.0,0.0,4.0690105e-05,0.004740397,0.2924601,0.03609212,0.0,0.0,0.0,0.00020345052,0.05916341,0.26464844,0.0092976885,2.0345053e-05,0.0,8.138021e-05,0.009969075,0.31699625,0.006286621,0.0,0.0,0.0,desert
0.0,0.0,0.0,0.00012207031,0.0005289714,0.0025227864,0.008321126,0.32183838,0.0,0.0,0.0,0.00028483072,0.0005493164,0.0030721028,0.014302571,0.3151245,0.0,0.0,0.00034586588,0.00048828125,0.002380371,0.0057169595,0.046936035,0.27746582,cloudy
0.0,0.00040690103,0.33292642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,water
0.0022379558,0.32977295,0.0013224283,0.0,0.0,0.0,0.0,0.0,0.0,0.2672119,0.061238606,0.0048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.3256836,0.0076497397,0.0,0.0,0.0,0.0,water
0.0,0.0,0.0,0.0,0.26908365,0.06424967,0.0,0.0,0.0,0.0,0.0,0.0,0.1784261,0.15490723,0.0,0.0,0.0,0.0,0.0,0.0,0.30647787,0.026855469,0.0,0.0,cloudy
0.00022379558,0.32218423,0.010009766,0.00091552734,0.0,0.0,0.0,0.0,0.0,0.071268715,0.26182047,0.00024414062,0.0,0.0,0.0,0.0,0.0,0.0154418945,0.317688,0.00020345052,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,0.0,0.0,0.00024414062,0.332723,0.00036621094,0.0,0.0,0.0,0.0,0.073628746,0.2597046,0.0,0.0,0.0,0.0,0.00036621094,0.33296713,0.0,0.0,0.0,0.0,desert
0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,water
0.0,0.0,0.0,0.0,0.0,0.18792725,0.14540608,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.27756754,0.055664062,0.00010172526,0.0,0.0,0.0,0.0,0.0,0.0,0.32100424,0.012308757,2.0345053e-05,0.0,0.0,0.0,0.0,0.0,0.00034586588,0.3328247,0.00016276042,0.0,0.0,0.0,0.0,water
0.0,0.0,0.02126058,0.31207275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25941977,0.073913574,0.0,0.0,0.0,0.0,0.0,0.0,0.10864258,0.22469075,0.0,0.0,0.0,water
0.0,0.0,0.32619223,0.0071411133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31717935,0.01615397,0.0,0.0,0.0,0.0,0.0,0.0,0.29860434,0.034729004,0.0,0.0,0.0,water
0.0,0.32096353,0.012369792,0.0,0.0,0.0,0.0,0.0,0.0,0.27433267,0.058858234,0.00014241536,0.0,0.0,0.0,0.0,0.0,0.0,0.26507568,0.06825765,0.0,0.0,0.0,0.0,water
0.0,0.15885417,0.13944499,0.0234375,0.008809407,0.0025838215,0.00020345052,0.0,0.0,0.0,0.013244629,0.31262207,0.0068766274,0.00059000653,0.0,0.0,0.0,0.0,0.004699707,0.32055664,0.00777181,0.00030517578,0.0,0.0,water
0.0,0.0,0.0,0.0017700195,0.2973226,0.03422038,2.0345053e-05,0.0,0.0,8.138021e-05,0.022318522,0.30645752,0.0044759116,0.0,0.0,0.0,2.0345053e-05,0.007405599,0.31243896,0.013387044,8.138021e-05,0.0,0.0,0.0,desert
0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3231608,0.010172526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,water
0.0,0.0,0.0,0.0,0.0,0.01924642,0.3140869,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.0,0.0,0.0,0.0,0.0,0.33247885,0.0008544922,0.0,0.0,0.0,0.0,0.0,0.0,0.32092285,0.012410481,0.0,0.0,0.0,0.0,0.0,0.0,0.33288574,0.00044759116,0.0,cloudy
0.0,0.0,0.0,0.00012207031,0.0725708,0.26039633,0.00024414062,0.0,0.0,0.0,2.0345053e-05,0.29024252,0.042907715,0.00016276042,0.0,0.0,0.0,0.0,0.00014241536,0.30277506,0.030212402,0.00020345052,0.0,0.0,desert
0.0011800131,0.3168335,0.015319824,0.0,0.0,0.0,0.0,0.0,0.0,0.025655111,0.30767822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266398,0.006693522,0.0,0.0,0.0,0.0,water
0.0,0.0,0.0,0.0,0.0,0.10160319,0.23173015,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.0020955403,0.33095297,0.00028483072,0.0,0.0,0.0,0.0,0.0,0.0,0.14251709,0.19081624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33321127,0.00012207031,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.00016276042,0.33317056,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,cloudy
0.0,0.0,0.0,0.3294271,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.19791667,0.13541667,0.0,0.0,0.0,0.0,0.0,0.0,0.3293457,0.0039876304,0.0,0.0,0.0,cloudy
0.0,0.32224527,0.0087890625,0.002298991,0.0,0.0,0.0,0.0,0.0,0.0,0.3277588,0.0055745444,0.0,0.0,0.0,0.0,0.0,0.0,0.32088217,0.012451172,0.0,0.0,0.0,0.0,water
0.0066731772,0.3254598,0.001200358,0.0,0.0,0.0,0.0,0.0,0.0,0.090413414,0.24261475,0.00030517578,0.0,0.0,0.0,0.0,0.0,4.0690105e-05,0.33302817,0.0002644857,0.0,0.0,0.0,0.0,green_area
0.29136148,0.041971844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,water
0.0,0.32118735,0.012145996,0.0,0.0,0.0,0.0,0.0,0.0,0.0030517578,0.3059082,0.024373373,0.0,0.0,0.0,0.0,0.0,0.0032958984,0.32995605,8.138021e-05,0.0,0.0,0.0,0.0,green_area
0.09134928,0.24198405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32607016,0.0072631836,0.0,0.0,0.0,0.0,0.0,0.0,0.00010172526,0.3332316,0.0,0.0,0.0,0.0,0.0,green_area
0.0,0.0062052407,0.016296387,0.032958984,0.06919352,0.12548828,0.07961019,0.0035807292,0.0,0.001159668,0.014058431,0.030924479,0.0641683,0.12727864,0.086873375,0.008870442,0.0,0.0018310547,0.014567058,0.032836914,0.07181803,0.13409424,0.07543945,0.002746582,cloudy
0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013793945,0.3195394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,0.0,0.008585612,0.32086182,0.003885905,0.0,0.0,0.0,0.0,0.0011393229,0.33194986,0.00024414062,0.0,0.0,0.0,0.0,0.0,0.012084961,0.32122803,2.0345053e-05,0.0,0.0,desert
0.0,0.3332723,6.1035156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.082845055,0.25048828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333313,2.0345053e-05,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,8.138021e-05,0.17128499,0.16190593,6.1035156e-05,0.0,0.0,0.0,0.0,0.3242798,0.009053548,0.0,0.0,0.0,0.0,0.0,8.138021e-05,0.3236084,0.009643555,0.0,0.0,0.0,desert
0.0,0.33274332,0.00059000653,0.0,0.0,0.0,0.0,0.0,0.0,0.118509926,0.21482341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3326416,0.00069173175,0.0,0.0,0.0,0.0,green_area
0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,water
0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,water
0.0,0.0,0.0,0.00024414062,0.21744792,0.11564127,0.0,0.0,0.0,0.0,0.00024414062,0.23693848,0.09615072,0.0,0.0,0.0,0.0,0.00014241536,0.05147298,0.28171793,0.0,0.0,0.0,0.0,desert
0.0,0.0,0.0008748372,0.01723226,0.11869303,0.17496745,0.021565756,0.0,0.0,0.0,0.00010172526,0.011332194,0.104654945,0.19362386,0.023620605,0.0,0.0,0.0,0.0025838215,0.03387451,0.184021,0.106913246,0.0059407554,0.0,cloudy
0.0,0.0,0.0,0.0,0.0007324219,0.021036783,0.31148276,8.138021e-05,0.0,0.0,0.0,0.0012817383,0.05464681,0.2774048,0.0,0.0,0.0,0.00024414062,0.008300781,0.32460532,0.00018310547,0.0,0.0,0.0,desert
0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.23012288,0.10321045,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.0,0.33274332,0.00048828125,0.00010172526,0.0,0.0,0.0,0.0,0.0,0.0010375977,0.33203125,0.0002644857,0.0,0.0,0.0,0.0,0.0,0.0,0.33274332,0.0005493164,4.0690105e-05,0.0,0.0,0.0,green_area
4.0690105e-05,0.33329263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15268962,0.18064372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3332723,6.1035156e-05,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,0.0056559243,0.11214193,0.15641277,0.042460125,0.016662598,0.0,0.0,0.0,0.0012817383,0.10408529,0.1662801,0.040283203,0.021402994,0.0,0.0,0.0,0.0026448567,0.14849854,0.12862141,0.042541504,0.011027019,cloudy
0.0,0.0,0.0,0.0,0.0,0.0002644857,0.32686362,0.0062052407,0.0,0.0,0.0,0.0,0.03499349,0.29774985,0.00059000653,0.0,0.0,0.0,0.002400716,0.33017984,0.0007527669,0.0,0.0,0.0,desert
0.0,0.31752524,0.015645346,0.00016276042,0.0,0.0,0.0,0.0,0.0,0.006551107,0.32476807,0.0020141602,0.0,0.0,0.0,0.0,0.0,0.0,0.33066812,0.002665202,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.021891275,0.09611002,0.16975911,0.045572918,0.0,0.0,0.0,0.0,0.010172526,0.07851156,0.18227132,0.06237793,0.0,0.0,0.0,0.0004679362,0.040507,0.14371745,0.14754231,0.0010986328,0.0,0.0,cloudy
0.0,0.0,0.0,0.0,0.15128581,0.18204753,0.0,0.0,0.0,0.0,0.0,0.0,0.058207195,0.27512613,0.0,0.0,0.0,0.0,0.0,0.0,0.333313,2.0345053e-05,0.0,0.0,cloudy
0.0,0.0,0.0,0.0,0.2927246,0.040608723,0.0,0.0,0.0,0.0,0.0,0.0,0.2888387,0.04449463,0.0,0.0,0.0,0.0,0.0,0.006184896,0.32629395,0.0008544922,0.0,0.0,cloudy
0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,water
0.06166585,0.26971436,0.001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.30482993,0.028503418,0.0,0.0,0.0,0.0,0.0,0.0,0.0041910806,0.32902017,0.00012207031,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.07873535,0.254598,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,cloudy
0.06980387,0.26281738,0.00071207684,0.0,0.0,0.0,0.0,0.0,0.0,0.28542075,0.047912598,0.0,0.0,0.0,0.0,0.0,0.0,0.012512207,0.32082114,0.0,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.002298991,0.02146403,0.07796224,0.18184407,0.049763996,0.0,0.0,0.0,0.0021769207,0.024739584,0.102254234,0.17907715,0.02508545,0.0,0.0,0.0,0.0046183267,0.04819743,0.16569011,0.11456299,0.0002644857,0.0,cloudy
0.01550293,0.3113607,0.006245931,0.00022379558,0.0,0.0,0.0,0.0,0.0,0.19222005,0.1408081,0.00030517578,0.0,0.0,0.0,0.0,0.0,0.11539713,0.21754964,0.000386556,0.0,0.0,0.0,0.0,green_area
0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,water
0.0,0.0,0.0,0.0,0.2735189,0.059814453,0.0,0.0,0.0,0.0,0.0,0.0,0.0126953125,0.32063803,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,cloudy
0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0048217773,0.32851157,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.0,0.0,0.0,0.0,0.0,0.14554851,0.18778484,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011189779,0.33221436,0.0,0.0,0.0,0.0,0.0,water
0.0,0.33329263,4.0690105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.017720541,0.3156128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33274332,0.00059000653,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,0.0,0.06341553,0.26991782,0.0,0.0,0.0,0.0,0.0,0.14908855,0.1842448,0.0,0.0,0.0,0.0,0.0,0.0,0.24487305,0.08846029,0.0,0.0,0.0,desert
0.0,0.0,0.0,0.0,0.0,0.0056559243,0.31652832,0.011149089,0.0,0.0,0.0,0.0,0.04844157,0.28456625,0.00032552084,0.0,0.0,0.0,0.007405599,0.32554117,0.000386556,0.0,0.0,0.0,desert
0.28383383,0.04949951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32647705,0.0068562827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,water
0.0,0.0021769207,0.032287598,0.083211266,0.18682861,0.02882894,0.0,0.0,0.0,4.0690105e-05,0.020772299,0.07086182,0.18446858,0.05718994,0.0,0.0,0.0,0.0029907227,0.04321289,0.13319905,0.15393066,0.0,0.0,0.0,cloudy
0.0,0.0,0.00016276042,0.0006713867,0.022644043,0.2538859,0.05596924,0.0,0.0,0.0,0.00020345052,0.02549235,0.1338094,0.14912923,0.024698893,0.0,0.0,0.0,0.012471517,0.055928547,0.1381429,0.112264,0.014526367,0.0,desert
0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,desert
0.0026448567,0.33068848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,0.0,0.17215984,0.16117351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.009033203,0.32430014,0.0,0.0,cloudy
0.00022379558,0.33089194,0.0022176106,0.0,0.0,0.0,0.0,0.0,0.0,0.045878094,0.28745523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33321127,0.00012207031,0.0,0.0,0.0,0.0,green_area
0.0,0.3198649,0.012776692,0.00069173175,0.0,0.0,0.0,0.0,0.0,0.0079956055,0.32330322,0.0020345051,0.0,0.0,0.0,0.0,0.0,0.0,0.33091226,0.0024210613,0.0,0.0,0.0,0.0,green_area
0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,cloudy
0.0,0.0,0.0,0.0,0.21669514,0.11663818,0.0,0.0,0.0,0.0,0.0,0.20477295,0.12856038,0.0,0.0,0.0,0.0,0.0,0.087361656,0.23899333,0.006978353,0.0,0.0,0.0,desert
0.0,0.0,0.0,2.0345053e-05,0.3034668,0.029846191,0.0,0.0,0.0,0.0,0.0,0.0,0.29101562,0.042317707,0.0,0.0,0.0,0.0,0.0,0.1593221,0.17401123,0.0,0.0,0.0,cloudy
