debug,process,find,resolv,defect,prevent,correct,oper,comput,softwar,system,numer,book,written,see,read,involv,aspect,includ,interact,control,flow,integr,test,file,monitor,applic,memori,dump,profil,program,statist,special,design,tactic,improv,detect,simplifi,chang,origin,log,entri,mark,nbsp,ii,moth,tape,page,term,bug,popularli,attribut,admir,grace,hopper,http,foldoc,wa,work,harvard,univers,associ,discov,stuck,relay,therebi,imped,whereupon,remark,howev,mean,technic,error,date,back,least,thoma,edison,full,discuss,seem,use,aeronaut,befor,enter,world,inde,interview,coin,citat,fit,alreadi,exist,terminolog,save,letter,robert,oppenheim,director,wwii,atom,bomb,manhattan,project,lo,alamo,nm,ernest,lawrenc,uc,berkeley,octob,regard,recruit,addit,staff,oxford,english,dictionari,quot,refer,airplan,engin,articl,journal,royal,societi,airforc,june,also,thi,time,aircraft,camera,found,septemb,adopt,programm,earli,semin,gill,diagnosi,mistak,edsac,proceed,london,seri,mathemat,physic,scienc,vol,may,pp,earliest,doe,digit,librari,first,three,paper,acm,nation,campbel,evolut,automat,meet,pittsburgh,p,orden,solut,linear,inequ,demuth,john,jackson,edmund,klein,metropoli,walter,orvedahl,jame,richardson,maniac,toronto,two,quotat,common,enough,mention,pass,without,explan,compat,manual,press,kidwel,stalk,elus,peggi,aldrich,ieee,annal,histori,etymolog,greater,detail,scope,electron,becom,gener,complex,variou,techniqu,expand,method,anomali,assess,impact,schedul,patch,updat,word,discrep,neutral,avoid,might,implic,must,fix,cost,instead,made,determin,remov,would,perhap,new,releas,render,unnecessari,issu,import,situat,upset,user,live,known,problem,cure,wors,diseas,base,decis,accept,cultur,mandat,peopl,tempt,deni,result,appear,zero,consid,collater,broader,frequenc,often,occur,help,overal,tool,video,game,consol,usual,done,hardwar,xbox,unit,intend,develop,rang,simpl,perform,lengthi,tiresom,task,data,collect,analysi,skill,major,factor,abil,difficulti,vari,greatli,depend,extent,languag,avail,debugg,enabl,execut,stop,restart,set,breakpoint,valu,person,java,make,easier,becaus,featur,except,handl,real,sourc,errat,behaviour,spot,c,assembl,caus,silent,corrupt,difficult,initi,happen,case,need,certain,purpos,specif,natur,veri,take,form,list,static,code,look,rare,within,pick,compil,interpret,thu,syntax,checker,semant,claim,abl,uniqu,commerci,free,extrem,check,larg,tree,impract,walkthrough,typic,exampl,variabl,derefer,assign,anoth,strong,type,requir,better,locat,like,versu,actual,reput,fals,posit,old,unix,lint,well,bios,devic,driver,firmwar,instrument,oscilloscop,logic,analyz,emul,ice,alon,combin,mani,normal,step,attempt,reproduc,parallel,unusu,environ,usag,input,crash,pars,simplif,onli,line,suffici,divid,conquer,approach,tri,part,still,graphic,skip,descript,remain,action,examin,state,plu,call,stack,track,altern,trace,print,statement,output,point,visibl,act,watch,record,indic,sometim,due,printf,function,kind,turn,command,tron,version,basic,stood,number,ran,remot,run,differ,start,connect,network,retriev,inform,ha,relat,postmortem,stephen,wormul,dobb,core,could,obtain,termin,unhandl,instruct,wolf,fenc,algorithm,edward,gauss,describ,famou,commun,follow,one,alaska,build,middl,wait,howl,side,repeat,get,ref,cite,pracniqu,implement,git,bisect,abov,commit,manag,introduc,particular,delta,snd,autom,zeller,whi,fail,guid,systemat,morgan,kaufmann,isbn,redirect,squeez,saff,isol,failur,progress,inlin,kent,beck,hit,high,low,regress,embed,contrast,primari,characterist,sheer,platform,cpu,architectur,vendor,variant,definit,singl,small,chosen,optim,fact,life,tough,harder,sinc,identifi,synchron,way,boost,energi,consumpt,reliabl,respons,etc,hinder,revers,target,web,activ,recogn,publish,copi,schema,malwar,complic,protect,michael,n,gagnon,taylor,anup,ghosh,interf,thread,block,whether,manipul,modifi,modif,regist,latenc,taken,penal,microsoft,produc,messag,said,evil,bear,bitter,fruit,trash,disk,floppi,drive,emit,alarm,nois,intent,scare,away,securityengineeringra,anderson,toastytech
0.08849537688310034,0.19108312704835403,0.2830468462918522,0.34606022634275635,0.2830468462918522,0.34606022634275635,0.34606022634275635,0.26276106889965134,0.15702008619004398,0.16915930370136423,0.12806974699744994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.055625665469377354,0.06005469707233984,,,,,,,0.049349169945442396,,0.04025049191348426,0.21752357084401824,0.09717706804749016,0.10876178542200912,0.07737286288863457,0.10876178542200912,0.10876178542200912,0.10876178542200912,0.08895758026315355,0.08258205022560469,0.1779151605263071,0.09717706804749016,0.10876178542200912,0.06277784506674913,0.08895758026315355,0.09717706804749016,0.09717706804749016,0.07737286288863457,0.08895758026315355,0.10876178542200912,0.04598394035526001,0.10876178542200912,0.09717706804749016,0.08258205022560469,0.10876178542200912,0.10876178542200912,0.07296855775071291,0.08895758026315355,0.08258205022560469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05408050809522798,,,,,,,,0.09595671933836021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14188330673749733,0.21148124943168442,0.18895541009234196,0.17297307273390966,0.18895541009234196,0.18895541009234196,0.17297307273390966,0.21148124943168442,0.18895541009234196,0.11193905669679248,0.10337513003972257,0.21148124943168442,0.21148124943168442,0.21148124943168442,0.17297307273390966,0.16057620877200912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04056038107142099,,,,,,,0.12043215657900685,0.07196753950377016,,0.05869863404049788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12972980455043226,,0.14171655756925647,0.12972980455043226,,,,,,,,0.12972980455043226,0.12043215657900685,0.0915510240556758,0.1586109370737633,0.09594104554141858,0.1586109370737633,0.3172218741475266,0.1586109370737633,0.14171655756925647,0.1586109370737633,0.1586109370737633,0.1586109370737633,0.1586109370737633,0.1586109370737633,0.1586109370737633,0.14171655756925647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.038937965828564146,,,,,,,,0.06908883792361936,0.07443009362860026,,,,,0.10832200804408841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16119224164338117,0.14886018725720052,,,,,,,,,,,,,,,,,,,,0.13604789526648622,0.1522664995908128,0.13604789526648622,0.10215598085099808,0.13604789526648622,0.1522664995908128,0.1522664995908128,0.1522664995908128,0.1522664995908128,0.13604789526648622,0.12454061236841497,0.1522664995908128,0.06016309587105097,0.13604789526648622,0.13604789526648622,0.1522664995908128,0.1522664995908128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22387811339358496,,,,,0.3459461454678193,0.32115241754401824,,,0.2558427881104495,,,,,,,,,,,0.3779108201846839,,,,,,,,,,,,,,,,,,0.42296249886336884,0.42296249886336884,0.42296249886336884,0.3779108201846839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44478790131576773,,,,,,,,,,,,0.32894072757057796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5438089271100456,0.4858853402374508,0.3868643144431728,0.5438089271100456,0.5438089271100456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07462603779786164,,,,,,,0.08137868804948961,,,,,,,,,,,,,,,,0.12597027339489464,,0.12597027339489464,,,,,,,,0.055706570250973114,,,,,,,,,,,,,,0.2819749992422459,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,0.14098749962112295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10816101619045596,,,,,,,,,,,,,,,,,,,,,,,0.12206803207423442,,,,,,,,,,,,,,,,,,0.18895541009234196,,,,,,,0.11193905669679248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08355985537645967,0.18895541009234196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21148124943168442,0.21148124943168442,0.21148124943168442,0.21148124943168442,0.16057620877200912,0.21148124943168442,0.17297307273390966,0.15044723339456723,0.17297307273390966,0.18895541009234196,0.18895541009234196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08849537688310034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3091997619692869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26276106889965134,,,0.24618638191838274,,,,0.34606022634275635,0.34606022634275635,0.22003346624094813,0.22003346624094813,0.3091997619692869,0.34606022634275635,0.34606022634275635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
